id,name,category,location,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
2075,Bare Knuckle Wheat Whiskey Single Barrel Cask Strength,Wheat Whiskey,"Virginia, USA",2,60.95,"new, charred American oak",10,0,60,40,0,70,50,40,0,80,40,20,0
2076,TahWahKaro Four Grain Bourbon,Bourbon,"Texas, USA",3,48,,10,0,40,25,30,40,45,60,5,45,40,20,30
2077,Westland Black Raven Cask Exchange 2,American Single Malt,"Washington, USA",4,50,ex-Westland whiskey (kriek style) & ex-bourbon (stout),10,0,40,35,60,50,60,55,10,40,35,40,20
2078,Tamdhu 12 Year,Single Malt,"Speyside, Scotland",2,43,American oak and European oak oloroso sherry casks,0,0,20,10,25,25,35,25,0,35,20,30,10
2079,291 Colorado Bourbon Single Barrel,Bourbon,"Colorado, USA",4,50,finished with charred Aspen staves,20,0,60,40,0,60,80,60,0,70,10,40,0
2080,Tullibardine The Murray Marsala Finish,Single Malt,"Highlands, Scotland",3,46,first-fill bourbon & Sicilian marsala finish,0,0,15,10,40,35,40,45,0,20,20,35,10
2081,Signal Hill Canadian Whisky,Canadian,"Newfoundland, Canada",2,40,"Ex-bourbon, New White Oak and Canadian Whisky",35,0,45,0,10,35,40,60,0,45,35,45,15
2082,Chocorua Straight Rye Whiskey,Rye,"New Hampshire, USA",3,45,"new, charred American oak",15,0,65,35,60,55,55,45,10,50,25,15,25
2083,Caol Ila 13 Year Discovery (Gordon & Macphail),Peated Single Malt,"Islay, Scotland",3,43,ex-bourbon,40,40,50,20,60,70,50,60,30,30,50,80,10
2084,Port Askaig 14 Year,Peated Single Malt,"Islay, Scotland",4,45.8,First-fill bourbon casks,35,50,10,15,25,40,30,10,30,20,20,10,5
2085,High West A Midwinter Night's Dram Act 6 (All Scenes),Rye,"(bottled in) Utah, USA",4,49.3,finished in French oak port wine barrels,30,0,90,60,30,80,50,50,0,70,20,40,0
2086,Fukano Vault Reserve 1,Other Whiskey,Japan,4,40.5,,10,0,20,35,45,55,55,50,5,40,15,15,20
2087,Spica 20 Year (North Star Spirits),Blended,Scotland,3,45.2,ex-sherry casks,0,0,20,20,40,50,35,50,0,25,25,40,10
2088,MacNair's Lum Reek Peated Small Batch,Peated Blended Malt,Scotland,3,46,"ex-bourbon, ex-oloroso sherry, virgin oak, ex-red wine",35,30,20,40,25,25,30,40,5,30,30,20,5
2089,Inverleven 1985 Private Collection (Gordon & MacPhail),Single Malt,"Lowlands, Scotland",5,57.4,refill bourbon barrel,0,0,35,20,50,35,40,25,0,40,20,35,10
2090,Kilchoman 100% Islay (8th Edition),Peated Single Malt,"Islay, Scotland",4,50,ex-bourbon barrels & ex-oloroso sherry butts,45,60,50,35,20,45,50,10,25,30,0,0,20
2091,The Glenrothes 10 Year,Single Malt,"Speyside, Scotland",2,40,sherry seasoned oak,0,0,75,40,50,40,70,80,20,30,20,60,30
2092,Octomore 09.1 Dialogos,Peated Single Malt,"Islay, Scotland",5,59.1,ex-American whiskey casks,40,40,45,35,30,55,30,35,15,40,15,15,20
2093,Blackened Whiskey,Other Whiskey,Multiple Countries,2,45,"finished in ""black brandy barrels""",0,0,30,10,25,40,40,45,0,35,30,35,20
2094,St. Augustine Single Barrel Select Straight Bourbon,Bourbon,"Florida, USA",2,47,"new, charred American oak",10,0,80,60,30,60,70,50,0,80,30,60,0
2095,Highland Park Valknut,Peated Single Malt,"Islands, Scotland",3,46.8,American oak ex-sherry,80,60,50,50,70,70,60,60,20,50,0,50,20
2096,Talisker Select Reserve (Game of Thrones-House Greyjoy),Peated Single Malt,"Islands, Scotland",2,45.8,,25,20,25,0,15,40,40,15,25,10,10,20,0
2097,Sierra Norte Native Oaxacan Black Corn,Other Whiskey,"Oaxaca, Mexico",3,45,French oak,20,0,40,20,40,45,50,25,10,20,15,5,5
2098,Bowmore Vintner's Trilogy 27 Year Port Cask,Peated Single Malt,"Islay, Scotland",5,48.3,ex-bourbon & port pipes,35,30,20,15,15,35,35,25,0,10,25,20,0
2099,Crown Royal Noble Collection 13 Year Blenders' Mash,Canadian,Canada,3,45,"new, charred American oak",5,0,45,5,40,25,35,80,0,85,0,20,15
2100,New Liberty Dutch Malt Whiskey,American Single Malt,"Pennsylvania, USA",2,51,"new, charred oak barrels",15,0,35,25,30,50,45,40,5,55,20,30,15
2101,New Liberty Fortunato's Fate Malted Rye Whiskey,Rye,USA,4,47.5,"new, charred American oak; finished in sherry",20,0,70,20,35,55,50,40,10,35,20,35,15
2102,GlenAllachie 1989 28 Year 50th Anniversary Bottling #2587,Single Malt,"Speyside, Scotland",5,45.4,Hogshead,10,5,30,10,35,45,35,20,5,30,35,35,10
2103,GlenAllachie 1990 27 Year 50th Anniversary Bottling #2515,Single Malt,"Speyside, Scotland",5,44.9,Sherry Butt,0,0,35,10,30,40,35,25,5,40,40,35,10
2104,Heaven's Door Straight Tennessee Bourbon,Bourbon,"Tennessee, USA",2,45,"new, charred American oak",30,0,50,20,40,60,70,70,0,80,10,40,10
2105,Eden Mill Hip Flask Series No. 2,Single Malt,Scotland,4,47,American oak octave cask (50 liters),35,10,65,10,20,35,50,70,15,30,15,40,15
2106,Kinsey Bourbon 4 Year,Bourbon,"(bottled in) Pennsylvania, USA",2,47.5,"new, charred American oak",15,0,65,20,55,65,55,50,5,40,20,30,15
2107,The Glenrothes 2004,Single Malt,"Speyside, Scotland",3,43,ex-sherry American oak,10,0,30,40,0,40,60,50,20,60,30,80,50
2108,Wild Turkey Longbranch,Bourbon,"Kentucky, USA",2,43,"new, charred American oak",20,0,35,45,35,40,40,50,0,45,50,30,0
2109,"Lost Spirits Abomination ""Sayers of the Law""",Other Whiskey,"(aged in) California, Scotland",3,54,"Charred Oak, Late Harvest Riesling seasoned",55,65,20,35,25,40,35,30,15,10,5,10,0
2110,Deanston 2008 Bordeaux Red Wine,Single Malt,"Highlands, Scotland",3,58.7,Bordeaux Red Wine Casks,0,0,50,10,50,45,40,40,0,35,5,40,5
2111,Sierra Norte Native Oaxacan White Corn,Other Whiskey,"Oaxaca, Mexico",2,45,French oak,5,0,60,20,30,35,55,35,5,35,25,20,15
2112,Lambay Small Batch Blend Finished in Cognac Casks,Blended,Ireland,2,40,ex-bourbon & ex-cognac,0,0,20,30,0,50,70,60,10,70,10,70,30
2113,Jura Seven Wood,Peated Single Malt,"Islands, Scotland",3,42,first-fill ex-bourbon & six types of French oak,25,20,45,0,55,10,15,75,65,40,5,75,15
2114,The Essence of Suntory Whisky: Hakushu Rye Type,Single Grain,Japan,5,57,,20,10,65,50,20,25,30,30,50,20,40,70,60
2115,The Essence of Suntory Whisky: Chita Wine Cask,Single Grain,Japan,5,49,finished in a wine cask,5,5,30,10,45,40,60,80,10,20,15,75,20
2116,Bruichladdich Bere Barley 2008 Islay Grown: Dunlossit Estate,Single Malt,"Islay, Scotland",4,50,American oak ex-bourbon & ex-Tennessee whiskey,10,0,0,5,35,75,70,65,70,85,5,55,15
2117,Glendalough 13 Year Mizunara Finish,Single Malt,Ireland,4,46,ex-bourbon & Mizunara oak,25,0,10,15,40,45,25,35,0,50,20,35,15
2118,High West Bourye (2018 Release),Blended American Whiskey,"Indiana (bottled in Utah), USA",3,46,"new, charred American oak",20,0,80,60,0,60,60,60,0,80,20,0,0
2119,Old Overholt Bonded Straight Rye Whiskey,Rye,"Kentucky, USA",1,50,"new, charred American oak",30,0,80,40,10,70,70,60,10,70,30,20,0
2120,The Dublin Liberties Oak Devil 5 Year,Blended,Ireland,2,46,ex-bourbon,5,0,40,35,55,50,55,60,5,60,20,35,30
2121,Loch Lomond Inchmoan 12 Year,Peated Single Malt,"Highlands, Scotland",3,46,mix of recharred American oak and refill bourbon,50,55,15,32,20,40,40,55,20,20,20,30,0
2122,Michter's US*1 Toasted Barrel Finish Rye (2017 Release),Rye,"Kentucky, USA",3,54.3,"new, charred American oak; finished in toasted American oak barrels",20,0,40,15,15,65,75,40,20,45,10,0,0
2123,Port Askaig 110 Proof,Peated Single Malt,"Islay, Scotland",3,55,American oak,55,55,20,45,35,35,35,40,15,15,20,0,0
2124,Benromach Triple Distilled 2009,Single Malt,"Speyside, Scotland",3,50,first-fill bourbon barrels   ,20,10,5,20,25,35,20,35,0,25,30,35,15
2125,Octomore Masterclass 08.1/167,Peated Single Malt,"Islay, Scotland",5,59.3,first-fill bourbon barrels   ,50,80,65,45,40,60,90,10,10,0,10,0,20
2126,Early Times Bottled-in-Bond Bourbon,Bourbon,"Kentucky, USA",1,50,"new, charred American oak",10,0,45,20,45,55,50,60,5,60,20,20,15
2127,Kurayoshi 8 Year Pure Malt Sherry Cask,Blended Malt,Multiple Countries,4,46,oak and sherry cask ,15,5,30,35,30,35,35,50,15,20,15,30,30
2128,Mars Komagatake Nature of Shinshu Rindo,Single Malt,Japan,5,52,"ex-bourbon, ex-sherry, and ex-Japanese wine barrels",10,25,60,30,25,30,25,75,38,20,30,75,40
2129,Timorous Beastie 18 Year,Blended Malt,"Highlands, Scotland",4,46.8,,0,0,35,10,35,50,55,55,0,35,10,60,20
2130,Johnnie Walker Blenders' Batch Triple Grain American Oak,Blended,Scotland,2,41.3,American oak,10,0,60,50,50,60,70,60,0,60,30,70,30
2131,Corbin Cash Blended Whiskey,Blended American Whiskey,"California, USA",2,45,,20,0,40,25,30,40,50,50,0,40,10,25,0
2132,West Cork 12 Year Rum Cask Finish,Single Malt,Ireland,3,43,first-fill bourbon and ex-rum,20,0,70,60,50,60,70,60,30,70,30,50,20
2133,Ardbeg Kelpie,Peated Single Malt,"Islay, Scotland",4,46,Black Sea Oak and ex-bourbon,90,70,50,25,40,50,55,65,70,50,20,40,20
2134,The Singleton of Glendullan 15 Year,Single Malt,"Speyside, Scotland",2,40,ex-bourbon American oak,10,0,20,15,20,40,40,45,10,35,25,35,15
2135,Usquaebach An Ard Ri,Blended Malt,"Highland, Scotland",5,57.1,,25,0,40,65,85,80,70,70,0,55,10,90,50
2136,Kinsey 7 Year Cask Strength Whiskey,Other Whiskey,"(bottled in) Pennsylvania , USA",2,57.5,reused oak,0,0,75,45,80,70,85,100,0,60,0,85,35
2137,Last Straw Darker Side of the Moonshine,Other Whiskey,"Ontario, Canada",2,46,New American Oak,10,0,40,20,25,35,30,40,0,25,10,45,20
2138,Cragganmore (2016 Special Release),Single Malt,"Speyside, Scotland",5,55.7,"refill American hogsheads, rejuvenated American hogsheads, and ex-sherry European oak",10,0,50,20,50,70,60,60,10,70,20,50,10
2139,Port Askaig 100 Proof,Peated Single Malt,"Islay, Scotland",3,57.1,,60,75,40,10,30,70,30,25,40,25,0,10,0
2140,GlenDronach Peated,Peated Single Malt,"Highlands, Scotland",2,46,"Ex-Bourbon, Finished in Ex-Oloroso Sherry & Ex-Pedro Ximenez Sherry",35,45,40,20,20,40,40,55,0,30,10,15,10
2141,Boldt Clear Whiskey (Batch 003),White,"California, USA",2,45,,5,0,20,5,10,25,20,15,0,0,0,20,30
2142,Blaum Bros. Galena Reserve (Series 0),Bourbon,"Indiana (further aged & bottled in Illinois), USA",3,57.8,"New, charred American oak; finished in Madeira",20,0,85,0,70,75,60,75,55,60,0,20,0
2143,Left for Dead (Batch #1),White,"Missouri, USA",2,44.5,unaged,0,0,25,75,80,40,30,75,10,10,20,60,35
2144,Sonoma County Distilling Co. West of Kentucky Bourbon No. 3,Bourbon,"California, USA",3,46,"new, charred American oak",0,0,50,35,20,35,35,48,0,30,10,20,5
2145,Laws Farmer's Select Four Grain Single Barrel Bourbon,Bourbon,"Colorado, USA",3,47.5,new American white oak,15,0,35,10,0,55,35,45,0,40,0,15,35
2146,Lost Distillery Towiemore,Blended Malt,Scotland,2,43,,30,10,60,10,40,70,60,40,30,40,10,70,20
2147,Pure Scot Signature Blended Whisky,Blended,Scotland,3,40,,0,0,30,5,0,35,35,50,0,25,10,40,5
2148,Kurayoshi 18 Year Pure Malt,Blended Malt,Multiple Countries,5,50,,15,5,30,40,40,35,45,40,15,30,25,25,20
2149,Ohishi Brandy Single Cask Whisky,Other Whiskey,Japan,3,41.6,ex-brandy cask,5,0,35,25,30,25,25,45,5,20,20,60,35
2150,Wigle's Walkabout Apple Whiskey,Flavored Whiskey,"Pennsylvannia, USA",3,44.8,"new, charred American oak for nearly two years; applewood staves added for final two months",0,0,40,20,0,50,60,50,0,30,30,70,0
2151,Boondocks 11 Year Cask Strength American Whiskey,Other Whiskey,"Kentucky, USA",3,63.5,American oak ex-whiskey,5,0,30,10,10,80,80,70,5,50,15,30,0
2152,Leopold Bros. New York Apple Whiskey,Flavored Whiskey,"Colorado, USA",2,40,finished in used bourbon,10,0,25,10,0,20,20,80,0,15,25,90,10
2153,Buffalo Trace Experimental Collection 30 Minute Infrared Light,Bourbon,"Kentucky, USA",4,45,"new, charred American oak (#1 char level)",5,0,40,10,10,80,80,80,0,40,30,50,10
2154,Glen Moray Chardonnay Cask 10 Year,Single Malt,"Speyside, Scotland",2,40,Ex-chardonnay,0,0,40,10,0,50,60,70,0,30,70,70,50
2155,Tomintoul 10 Year,Single Malt,"Speyside, Scotland",2,40,ex-bourbon,0,0,35,40,25,15,5,50,15,45,65,60,30
2156,Cardhu 18 Year,Single Malt,"Speyside, Scotland",4,40,ex-bourbon,0,0,35,10,50,65,35,65,0,65,15,35,15
2157,anCnoc Flaughter,Peated Single Malt,"Highlands, Scotland",3,46,American oak,45,46,5,0,20,10,0,60,5,45,10,35,35
2158,Legs Diamond Whiskey (Unaged),White,"New York, USA",2,40,unaged,0,0,70,55,20,10,10,20,10,5,10,0,30
2159,Glendalough Double Barrel Single Grain,Single Grain,Ireland,2,42,"ex-bourbon, ex-oloroso sherry ",10,0,5,10,0,40,40,60,0,20,30,50,5
2160,One Eight Distilling Untitled Whiskey No. 6,Other Whiskey,"Indiana (bottled in D.C.), USA",3,50,"new, charred American oak; finished in former Cognac, muscat, and oloroso sherry barrels",0,0,40,30,20,30,40,50,0,40,20,40,10
2161,Sonoma County Distilling Co. West of Kentucky Bourbon No. 2,Bourbon,"California, USA",3,47.5,"new, charred American oak, finished in used American whiskey barrels",40,0,30,10,0,60,60,70,0,30,10,40,10
2162,Doc Brewer's Rye Whiskey,Rye,"Washington, USA",3,40,,0,0,30,20,20,20,20,40,0,20,10,30,30
2163,Maker's Mark 46 Cask Strength,Bourbon,"Kentucky, USA",3,55.3,"new, charred American oak and French Oak staves",35,0,55,25,10,35,35,70,0,45,25,20,0
2164,High West Yippee Ki-Yay,Rye,USA,3,46,"new, charred American oak; oak previously containing vermouth; and oak previously containing Qupe Syrah wine",10,0,50,40,30,70,70,60,0,40,50,60,20
2165,Port Charlotte Scottish Barley,Peated Single Malt,"Islay, Scotland",3,50,,15,55,40,20,15,40,30,30,40,30,15,40,10
2166,Balblair 2005 1st Release,Single Malt,"Highlands, Scotland",3,46,ex-bourbon,10,25,20,0,0,50,45,15,15,10,10,30,0
2167,Rock Oyster Cask Strength Batch #1,Peated Blended Malt,Scotland,2,57.4,,75,60,50,60,40,70,75,35,60,65,40,55,40
2168,Yellowstone Select Kentucky Straight Bourbon,Bourbon,"Kentucky, USA",3,46.5,"new, charred American oak",15,0,50,25,15,40,25,20,0,20,0,20,5
2169,Stalk & Barrel Single Malt,Canadian,"Ontario, Canada",3,46,ex-bourbon,20,0,60,25,0,35,50,54,0,40,40,55,45
2170,The Quiet Man 8 Year Single Malt,Single Malt,Ireland,2,40,ex-bourbon,0,0,50,20,20,60,60,70,10,70,50,70,70
2171,Old Bardstown Black Label Bourbon (90 Proof),Bourbon,"Kentucky, USA",1,45,"new, charred American oak",20,10,40,60,50,60,60,50,10,50,20,30,50
2172,HYDE No. 1 President's Cask 10 Year Sherry Cask Finish,Single Malt,Ireland,3,46,"first-fill ex-bourbon, finished in oloroso sherry",20,0,60,60,30,60,60,60,50,70,40,70,60
2173,Dunville's Very Rare 10 Year,Single Malt,Ireland,3,46,finished in Pedro Ximenez casks,30,0,60,30,50,70,70,70,20,60,70,80,60
2174,The Macallan Edition No. 1,Single Malt,"Highlands, Scotland",4,48,"American and European oak, predominately ex-sherry",10,0,60,30,30,50,60,50,0,40,30,30,0
2175,Limeburners Peated Whisky,Peated Single Malt,"Western Australia, Australia",5,48,ex-bourbon,40,50,55,0,0,0,0,68,0,45,20,30,78
2176,Mosswood Sour-Ale-Aged American Light Whiskey,Other Whiskey,"(bottled and aged in California), USA",2,46,ex-bourbon; finished in former sour ale casks,0,0,30,40,20,20,20,40,0,20,10,25,20
2177,Ironbark Aged Moonshine,Other Whiskey,"New South Wales, Australia",4,41," new, charred American oak",0,0,40,30,30,0,0,60,0,40,40,60,50
2178,Hellyers Road Port Cask Matured Single Malt,Single Malt,"Tasmania, Australia",5,48.9,French Oak Australian Ex-Port,30,0,70,0,50,50,60,30,0,40,30,40,20
2179,Virgil Kaine Ginger-Infused Bourbon,Flavored Whiskey,"South Carolina, USA",2,40,"New, Charred American Oak",25,0,90,90,10,50,50,70,0,30,0,60,40
2180,Glenfiddich Cask of Dreams 2012 Canadian Edition,Single Malt,"Speyside, Scotland",4,48.8,American oak,40,0,65,10,0,45,55,40,10,50,30,50,20
2181,The Feathery Blended Malt Scotch,Blended Malt,Scotland,2,40,ex-sherry ,15,0,20,0,15,60,60,50,0,50,10,40,15
2182,Royal Brackla 12 Year (Discontinued),Single Malt,"Highlands, Scotland",3,40,finished in oloroso sherry casks,35,30,10,25,25,30,40,20,45,15,10,40,0
2183,Jim Beam Distiller's Masterpiece,Bourbon,"Kentucky, USA",5,50,"new, charred American oak; finished in Pedro Ximenez sherry casks",20,0,70,0,0,70,70,60,0,50,0,60,10
2184,Caribou Crossing Single Barrel Canadian Whisky,Canadian,Canada,3,40,,30,0,40,50,60,50,60,70,20,70,20,70,60
2185,Dark Corner Distillery World's Best Moonshine Corn Whiskey,Corn,"South Carolina, USA",2,50,,0,0,40,10,0,60,40,30,0,0,0,10,0
2186,Kilchoman Original Cask Strength (2014 Release),Peated Single Malt,"Islay, Scotland",4,59.2,ex-bourbon,60,50,50,90,40,70,60,40,50,40,20,50,30
2187,Ardbeg Supernova 2015,Peated Single Malt,"Islay, Scotland",5,54.3,,70,90,80,30,25,60,55,30,30,10,40,20,0
2188,John Jacob Rye Whiskey,Rye,"Washington, USA",2,40,oak,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,Bowmore 17 Year White Sands,Peated Single Malt,"Islay, Scotland",4,43,ex-bourbon,20,25,10,15,30,35,35,40,20,25,10,35,5
2190,Cradle Mountain Single Malt 17 Year,Single Malt,"Tasmania, Australia",5,43,,50,20,20,0,60,40,20,50,20,60,0,30,50
2191,Nikka Gold & Gold Samurai,Blended Malt,Japan,2,40,,15,10,80,20,30,50,70,85,15,40,15,40,20
2192,Aberlour 12 Year Non Chill-Filtered,Single Malt,"Highland, Scotland",2,48,traditional oak and seasoned Sherry butts,20,10,55,35,10,50,50,50,0,35,0,75,15
2193,Chattanooga Whiskey Co. 1816 Cask,Other Whiskey,"Indiana (bottled in Tennessee), USA",2,56.8,"new, charred American oak",50,0,70,40,50,70,60,60,10,50,10,40,40
2194,Kinahan's Single Malt 10 Year,Single Malt,Ireland,3,46,ex-bourbon,15,0,35,25,15,50,50,50,5,25,35,45,10
2195,Starward Malt Whisky,Single Malt,"Victoria, Australia",3,43,ex-Apera wine casks,20,0,50,60,40,50,50,70,30,60,40,60,70
2196,Ragtime Rye American Straight Whiskey,Rye,"New York, USA",2,45.2,"new, charred American oak",10,0,70,20,20,40,20,30,0,30,20,30,20
2197,Old St. Pete Sweet Corn Whiskey,Corn,"Florida , USA",2,44,american oak,10,0,40,5,10,70,65,80,0,60,5,50,30
2198,Evan Williams 23 Year Bourbon,Bourbon,"Kentucky, USA",5,53.5,"new, charred American oak",10,0,80,60,20,80,60,50,10,70,10,40,30
2199,Fettercairn Fior,Peated Single Malt,"Highlands, Scotland",2,42,first-fill bourbon,25,25,30,15,25,45,45,50,10,25,15,45,10
2200,Lovell Bros. Georgia Sour Mash Spirits Distilled from Grain,White,"Georgia, USA",2,47.5,,0,0,60,0,30,30,20,30,20,20,0,0,10
2201,Glengoyne 18 Year,Single Malt,"Highlands, Scotland",4,43,first and re-fill sherry casks,0,0,80,40,50,70,80,70,20,40,30,90,30
2202,Glenfiddich Age of Discovery Red Wine Cask 19 Year,Single Malt,"Speyside, Scotland",4,40,finished in ex-red wine casks,30,0,80,40,30,70,80,60,20,60,30,80,40
2203,Forty Creek Double Barrel Reserve,Canadian,"Ontario, Canada",3,40,"American white oak, finished in first-fill ex-bourbon",10,0,60,20,30,50,50,40,0,50,50,40,0
2204,Low Gap 2 Year Bavarian Hard Wheat,Other Whiskey,"California, USA",3,43.1,"new, charred American oak, used Pappy Van Winkle bourbon barrels, used Limousin Germain-Robin brandy barrels",30,0,55,40,40,50,50,50,15,50,50,60,30
2205,Glencadam 14 Year Oloroso Cask Finish,Single Malt,"Highlands, Scotland",3,46,finished in ex-oloroso sherry casks,0,0,20,20,20,70,80,70,20,70,0,80,20
2206,Balvenie Single Barrel Sherry Cask 15 Year,Single Malt,"Speyside, Scotland",4,47.8,European ex-sherry butt,20,0,50,10,20,60,60,30,20,20,10,30,20
2207,Talisker 175th Anniversary,Peated Single Malt,"Islands, Scotland",4,45.8,,80,60,70,90,30,40,80,60,70,60,0,60,30
2208,J.P. Wiser's 18 Year,Canadian,Canada,3,40,,10,0,30,30,20,60,50,60,0,60,20,20,40
2209,Tobermory 15 Year,Single Malt,"Islands, Scotland",4,46.3,"ex-bourbon, refill casks, ex-sherry",40,50,30,20,30,70,60,50,40,60,20,60,70
2210,Tap Rye Port Finished Canadian Rye,Canadian,Canada,2,42,Ex-Port Cask,60,0,60,50,30,60,50,60,30,0,0,30,40
2211,Koval Single Barrel Oat,Other Whiskey,"Illinois, USA",2,40,"new, charred American oak",20,0,55,75,50,45,45,70,0,60,50,40,40
2212,Koval Single Barrel Rye,Rye,"Illinois, USA",2,40,"new, charred American oak",60,0,80,70,50,60,60,60,0,60,40,40,10
2213,Jefferson's Ocean Aged at Sea Voyage 3,Bourbon,USA,3,45,"new, charred American oak",15,0,75,25,25,45,45,65,0,60,30,70,20
2214,Bruichladdich First Growth Cuvee D: Pessac Leognan,Single Malt,"Islay, Scotland",4,46,"ex-bourbon, finished in ex-red Bordeaux casks",10,0,20,30,30,60,60,50,50,40,30,70,20
2215,Sons of Liberty Uprising American Single Malt,American Single Malt,"Rhode Island , USA",2,40,"new, charred American oak and toasted French oak ",10,0,15,0,5,80,80,85,0,50,0,15,0
2216,Macallan Amber 1824 Series,Single Malt,"Highlands, Scotland",3,40,European and American 1st and 2nd fill ex-sherry casks,0,0,60,20,10,60,70,80,0,50,10,90,10
2217,Leopold Bros. Maryland-Style Rye,Rye,"Colorado, USA",2,43,"new, charred American oak",20,0,80,69,68,74,73,71,20,73,45,76,68
2218,Michter's US*1 Toasted Barrel Finish Bourbon (2014 Release),Bourbon,"Kentucky, USA",2,45.7,"new, charred American oak; finished in toasted barrels",65,0,30,0,10,70,75,40,0,10,0,10,5
2219,Town Branch Bourbon,Bourbon,"Kentucky, USA",2,45,"new, charred American oak",10,0,20,60,5,55,55,40,0,15,5,30,0
2220,Tullibardine 225 Sauternes Finish,Single Malt,"Highlands, Scotland",3,43,finished in ex-Sauternes casks,0,0,70,10,10,80,70,80,20,80,10,70,70
2221,Wyoming Whiskey Small Batch Bourbon,Bourbon,"Wyoming, USA",2,44,"new, charred American oak",30,0,80,20,40,50,50,40,0,50,40,60,0
2222,Very Old Barton 100 Proof Bourbon,Bourbon,"Kentucky, USA",1,50,"new, charred American oak",10,0,20,5,0,55,55,60,0,10,0,15,0
2223,TINCUP American Whiskey,Other Whiskey,"Indiana (bottled in Colorado), USA",2,42,"new, charred American oak",20,0,50,30,40,60,60,70,0,40,40,70,20
2224,Dalmore Gran Reserva,Single Malt,"Highlands, Scotland",3,40,ex-bourbon & ex-sherry,30,0,70,30,20,60,70,80,0,50,20,80,10
